Campaign_ID,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Spend,Revenue,CPC,CPM,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
639,1,5,291,0,7,0,2,1,2,0,4,1048593,0,20,1,97,99,1,0,114.47,2248917,2256,464.8,2.14,4430683,72,4587331,480752,77208,10.48,1048593,2248917,2.18,228.58,10.13,62.24,119,1
640,3,3,96,3,6,5,2,4,3,1,1,1103753,0,87,1,96,98,1,0,83.02,2020088,3937,280.35,1.83,467902,65,2036029,100783,15419,4.95,1103753,2020088,10.95,542.11,15.08,27.95,395,1
641,0,3,164,1,3,5,2,0,3,2,1,894432,1,72,1,81,85,2,2,102.2,1808541,888,1007.24,2.02,4004533,78,2226089,39624,5507,1.78,894432,1808541,22.57,401.8,15.7,36.01,74,1
642,0,5,175,4,0,5,2,1,2,4,1,1084165,0,72,2,90,93,1,0,109.5,2271325,2517,430.74,2.09,4334074,85,4316429,485166,52883,11.24,1084165,2271325,2.23,251.17,8.93,49.8,449,1
643,2,4,288,6,7,2,1,4,3,1,3,497070,2,23,0,72,69,2,2,77.97,884635,139,3576.04,1.78,4134291,64,3038319,308085,25386,10.14,497070,884635,1.61,163.6,14.89,59.46,457,0
644,4,3,3,5,5,3,0,0,2,0,3,896809,1,15,1,94,96,1,0,140.03,2152610,4084,219.59,2.4,882902,60,3944240,420061,25539,10.65,896809,2152610,2.13,227.37,4.92,20.7,345,1
645,2,3,138,3,5,5,1,1,1,4,0,497395,2,34,2,78,84,2,2,63.56,813539,1258,395.39,1.64,4772422,78,4176034,437648,71993,10.48,497395,813539,1.14,119.11,10.8,25.65,119,1
646,1,4,143,1,6,1,2,4,3,3,1,1294233,0,67,1,92,84,1,0,137.92,3079239,4126,313.68,2.38,1638890,87,3554154,205074,22312,5.77,1294233,3079239,6.31,364.15,14.15,30.91,43,1
647,0,2,34,2,1,4,2,2,0,2,1,927175,1,98,2,80,88,2,2,87.46,1738082,2947,314.62,1.87,3063052,68,4220313,446509,68226,10.58,927175,1738082,2.08,219.69,4.0,27.34,97,1
648,1,5,250,1,0,5,2,2,3,4,2,522047,1,39,0,89,83,1,2,90.47,994342,1415,368.94,1.9,1971884,92,3377192,368451,29844,10.91,522047,994342,1.42,154.58,10.45,36.12,79,0
649,3,3,125,1,6,3,2,4,3,0,3,146270,2,74,2,76,78,2,2,72.94,252959,521,280.75,1.73,134765,71,3700246,141349,3406,3.82,146270,252959,1.03,39.53,3.72,35.03,367,0
650,5,4,259,6,4,3,2,4,1,0,3,215777,2,56,2,88,82,1,2,130.45,497258,1901,113.51,2.3,3420477,99,1654037,93287,9048,5.64,215777,497258,2.31,130.45,2.67,26.3,204,1
651,0,0,40,6,5,0,2,1,0,2,3,567113,1,120,3,89,97,1,2,71.91,974923,3844,147.53,1.72,3832709,79,1713686,185934,31794,10.85,567113,974923,3.05,330.93,5.23,50.78,161,1
652,1,0,207,4,2,2,2,1,0,3,0,258336,2,95,1,66,69,0,1,95.08,503961,4795,53.88,1.95,4861715,83,4572809,516727,90788,11.3,258336,503961,0.5,56.49,12.76,63.08,143,1
653,2,2,243,5,5,5,1,4,1,3,3,777484,1,69,1,85,93,1,2,77.37,1379023,289,2690.26,1.77,3653936,70,1809730,25698,2400,1.42,777484,1379023,30.25,429.61,17.55,69.35,115,0
654,0,3,68,6,7,1,2,4,0,0,4,461799,2,84,3,83,86,2,2,90.38,879172,3809,121.24,1.9,297691,83,3801401,284344,13676,7.48,461799,879172,1.62,121.48,10.78,21.02,227,0
655,5,2,57,3,0,4,2,0,3,3,2,1354745,0,118,3,88,88,1,2,97.67,2677924,4407,307.41,1.98,3365898,89,467367,3738,456,0.8,1354745,2677924,362.43,2898.67,7.5,47.38,216,1
656,0,1,144,7,7,5,2,1,0,4,4,920645,1,61,2,79,86,2,2,98.19,1824626,263,3500.55,1.98,4592726,87,2243664,19295,1852,0.86,920645,1824626,47.71,410.33,10.76,57.14,176,1
657,1,5,13,6,5,0,2,0,1,1,0,402148,2,47,0,69,69,0,1,78.28,716949,4769,84.33,1.78,1703832,79,3424583,213693,27630,6.24,402148,716949,1.88,117.43,12.02,21.63,419,1
658,5,4,99,2,7,5,2,2,1,4,0,632255,1,99,2,94,99,1,0,108.68,1319389,3261,193.88,2.09,4352005,72,3462229,257589,14605,7.44,632255,1319389,2.45,182.62,15.74,41.09,440,1
659,2,3,109,6,2,5,1,1,0,2,0,116244,2,38,0,73,73,2,2,63.47,190024,4356,26.69,1.63,988242,86,3966368,207837,7814,5.24,116244,190024,0.56,29.31,16.55,49.52,270,0
660,3,3,218,4,3,0,2,0,3,2,1,1468229,0,31,2,99,95,1,0,90.01,2789781,3447,425.94,1.9,413753,83,4837741,233179,12894,4.82,1468229,2789781,6.3,303.49,9.74,44.85,258,0
661,2,3,156,6,3,0,1,0,3,2,0,1377076,0,94,1,91,86,1,0,99.93,2753188,124,11105.45,2.0,1562213,65,2216286,111035,6762,5.01,1377076,2753188,12.4,621.34,6.91,22.94,312,1
662,1,1,54,1,4,1,2,4,1,0,3,1100189,0,67,3,88,83,1,2,101.59,2217871,2510,438.32,2.02,741534,75,280610,9961,155,3.55,1100189,2217871,110.45,3920.7,11.85,62.09,148,1
663,1,2,52,0,3,3,2,3,0,2,2,604345,1,65,0,81,73,2,2,80.1,1088425,956,632.16,1.8,2078095,83,2782087,250387,36806,9.0,604345,1088425,2.41,217.23,15.44,26.27,157,1
664,4,3,51,4,7,5,0,2,1,0,1,1066090,0,115,1,95,99,1,0,92.91,2056594,1873,569.19,1.93,3946233,80,2401256,54988,7137,2.29,1066090,2056594,19.39,443.97,13.88,53.82,404,1
665,3,4,295,7,1,4,2,4,0,4,4,1052570,0,62,2,99,99,1,0,123.45,2351967,3388,310.68,2.23,2722193,77,180257,9301,1626,5.16,1052570,2351967,113.17,5839.27,8.46,39.54,167,1
666,2,0,266,5,4,3,1,4,0,2,3,422424,2,20,3,63,64,0,1,83.03,773162,1613,261.89,1.83,4185154,74,1204481,114787,17527,9.53,422424,773162,3.68,350.71,2.21,44.99,312,1
667,5,0,164,0,5,5,2,3,1,1,4,1243231,0,67,3,89,97,1,2,90.45,2367733,4032,308.34,1.9,63649,70,1798133,145828,2683,8.11,1243231,2367733,8.53,691.4,7.79,48.48,90,0
668,5,4,9,5,0,3,2,0,1,3,0,1478258,0,25,1,100,99,1,0,87.82,2776464,1423,1038.83,1.88,2243582,91,3783733,274699,28651,7.26,1478258,2776464,5.38,390.69,13.78,62.2,483,1
669,4,5,162,4,0,0,0,4,3,2,2,643035,1,105,2,78,75,2,2,116.01,1389019,102,6304.26,2.16,4040423,92,642267,71676,8687,11.16,643035,1389019,8.97,1001.2,17.59,69.29,35,1
670,4,5,61,1,7,4,0,4,3,1,4,960312,1,100,0,87,95,1,2,121.11,2123345,641,1498.15,2.21,3889714,61,4064438,442617,47758,10.89,960312,2123345,2.17,236.27,8.19,49.85,284,1
671,3,3,294,4,3,2,2,2,3,2,2,1112063,0,31,1,90,95,1,0,113.55,2374810,4383,253.72,2.14,205480,88,4736220,153453,25841,3.24,1112063,2374810,7.25,234.8,8.58,28.59,397,1
672,0,1,79,1,2,5,2,2,2,4,2,148618,2,98,3,63,55,0,1,89.36,281423,586,253.61,1.89,1156097,61,3512650,369882,62510,10.53,148618,281423,0.4,42.31,12.92,35.82,93,1
673,5,2,198,2,4,2,2,0,0,1,4,73350,3,84,2,79,76,2,2,93.68,142064,1551,47.29,1.94,1236507,87,4943012,447342,12615,9.05,73350,142064,0.16,14.84,9.12,45.95,443,0
674,3,1,300,5,0,4,2,0,0,1,3,1404897,0,103,3,98,95,1,0,82.11,2558457,4414,318.28,1.82,4718932,87,1741767,84824,12876,4.87,1404897,2558457,16.56,806.59,9.62,34.98,493,1
675,1,2,241,6,2,4,2,2,3,2,1,878040,1,106,0,85,80,1,2,86.96,1641583,4830,181.79,1.87,524113,71,3014750,198672,28986,6.59,878040,1641583,4.42,291.25,2.43,52.56,66,1
676,3,1,196,5,7,3,2,0,2,0,3,1181224,0,95,0,99,99,1,0,127.29,2684804,4929,239.65,2.27,2351934,73,959909,38396,6830,4.0,1181224,2684804,30.76,1230.56,16.59,23.38,66,1
677,5,0,46,0,2,3,2,0,1,0,3,293921,2,56,3,77,81,2,2,63.6,480854,4618,63.65,1.64,1711545,86,1167421,94327,15686,8.08,293921,480854,3.12,251.77,15.37,34.2,339,1
678,3,1,48,4,2,3,2,3,2,2,2,1209646,0,37,2,92,96,1,0,120.48,2667027,4094,295.47,2.2,3213548,73,4690022,77854,5823,1.66,1209646,2667027,15.54,257.92,17.17,51.97,305,1
679,1,1,72,7,7,3,2,1,2,3,4,510752,1,86,0,89,84,1,2,86.76,953880,3395,150.44,1.87,2355989,68,660329,37902,3202,5.74,510752,953880,13.48,773.48,14.19,48.97,488,0
680,5,3,160,4,7,3,2,0,1,3,0,1299063,0,64,2,90,86,1,0,107.33,2693347,131,9916.51,2.07,134176,76,4130497,420484,21024,10.18,1299063,2693347,3.09,314.51,6.36,40.13,488,1
681,5,2,264,4,7,1,2,1,2,4,4,867461,1,34,2,91,91,1,0,75.9,1525863,1058,819.91,1.76,377839,69,3897682,74835,3951,1.92,867461,1525863,11.59,222.56,2.65,25.43,176,0
682,5,0,272,4,5,2,2,4,1,2,4,135165,2,38,2,86,93,1,2,109.08,282602,3482,38.82,2.09,748286,72,4296898,140938,23142,3.28,135165,282602,0.96,31.46,3.35,26.92,52,1
683,5,2,104,2,6,1,2,4,0,1,2,649866,1,52,2,81,74,2,2,96.51,1277051,4854,133.88,1.97,3838380,79,166430,19488,1666,11.71,649866,1277051,33.35,3904.74,16.71,27.16,85,1
684,5,0,46,5,0,5,2,4,1,0,4,486541,2,50,1,64,64,0,1,72.32,838407,762,638.51,1.72,4874638,85,3277432,44573,2790,1.36,486541,838407,10.92,148.45,14.84,32.17,41,0
685,0,3,90,4,7,0,2,1,3,1,0,654451,1,31,3,89,97,1,2,100.49,1312108,2548,256.85,2.0,2045099,97,3561159,140309,23066,3.94,654451,1312108,4.66,183.77,5.67,38.04,362,1
686,0,3,19,1,0,2,2,0,3,4,3,161552,2,33,1,71,71,2,2,82.78,295284,2012,80.29,1.83,1200813,84,1067929,80521,5153,7.54,161552,295284,2.01,151.28,12.68,61.98,389,0
687,1,1,288,3,1,1,2,1,3,0,4,725173,1,115,2,82,75,2,2,84.74,1339684,2920,248.35,1.85,3262566,62,4282192,190557,7431,4.45,725173,1339684,3.81,169.35,7.71,49.01,147,0
688,4,0,277,5,7,0,0,1,2,4,2,454582,2,64,3,66,68,0,1,62.08,736786,2554,177.99,1.62,1233123,100,1314378,101075,8075,7.69,454582,736786,4.5,345.85,6.71,38.68,84,0
689,5,4,171,3,5,0,2,2,0,0,1,1416346,0,65,2,93,89,1,0,81.76,2574350,580,2441.98,1.82,1533828,63,2317353,85510,2881,3.69,1416346,2574350,16.56,611.19,2.68,24.17,405,0
690,0,5,123,1,6,1,2,3,2,1,0,486082,2,27,2,67,59,0,1,68.85,820749,2558,190.02,1.69,3368876,99,3754154,253405,41228,6.75,486082,820749,1.92,129.48,10.18,52.28,303,1
691,5,2,272,0,3,0,2,3,3,0,0,975281,1,32,0,83,83,2,2,83.19,1786617,4443,219.51,1.83,905763,62,848479,86629,10975,10.21,975281,1786617,11.26,1149.45,17.23,36.82,412,1
692,1,0,215,6,2,4,2,4,0,0,3,171407,2,21,1,84,83,2,2,98.76,340688,2382,71.96,1.99,945422,98,1174721,10572,228,0.9,171407,340688,16.21,145.91,14.26,42.72,480,1
693,5,3,4,7,4,4,2,3,0,2,2,1185974,0,48,1,88,86,1,2,98.07,2349058,986,1202.81,1.98,899683,84,4608286,195852,31179,4.25,1185974,2349058,6.06,257.36,9.79,38.09,303,1
694,1,1,148,7,6,5,2,4,1,0,3,242308,2,74,3,67,71,0,1,58.09,383064,2150,112.7,1.58,579345,62,4560950,418695,38813,9.18,242308,383064,0.58,53.13,7.52,60.73,221,0
695,1,2,158,0,3,0,2,1,2,1,1,889960,1,66,2,89,93,1,2,101.54,1793625,1300,684.58,2.02,3888011,76,3554422,342646,46051,9.64,889960,1793625,2.6,250.38,16.26,23.53,337,1
696,1,5,294,0,6,5,2,0,1,0,2,545767,1,31,2,80,77,2,2,95.56,1067301,128,4263.8,1.96,491303,74,1136233,75900,6185,6.68,545767,1067301,7.19,480.33,4.4,28.25,437,1
697,5,0,129,4,2,5,2,4,1,2,0,580820,1,44,2,78,86,2,2,75.28,1018061,2683,216.48,1.75,2489923,83,2971689,111438,5961,3.75,580820,1018061,5.21,195.45,5.27,62.97,455,0
698,5,1,4,6,6,0,2,2,1,1,2,436864,2,74,1,66,73,0,1,91.07,834716,3877,112.68,1.91,3881641,62,2029808,175984,9819,8.67,436864,834716,2.48,215.22,15.43,59.58,197,0
699,2,5,275,1,5,1,1,3,0,3,1,590817,1,30,2,76,82,2,2,71.59,1013782,2360,250.35,1.72,4806094,99,2095805,20119,2897,0.96,590817,1013782,29.37,281.9,17.79,53.54,111,1
700,5,2,287,5,0,0,2,2,0,0,3,1316665,0,117,1,98,99,1,0,91.16,2516936,1434,918.18,1.91,3079894,75,2617003,139224,18683,5.32,1316665,2516936,9.46,503.12,9.89,36.33,45,1
701,3,0,292,6,5,0,2,4,2,3,2,1109099,0,95,3,86,84,1,2,111.46,2345300,3120,355.48,2.11,4093853,99,237874,11394,525,4.79,1109099,2345300,97.34,4662.55,6.94,37.31,135,1
702,5,3,170,0,1,0,2,2,1,0,0,1385320,0,81,0,90,95,1,0,109.04,2895872,2623,528.14,2.09,3941461,65,2142734,86995,8890,4.06,1385320,2895872,15.92,646.52,16.32,48.37,196,1
703,0,3,43,2,5,0,2,4,0,3,4,420604,2,86,0,78,83,2,2,105.08,862574,2471,170.22,2.05,3004182,68,420921,48237,7775,11.46,420604,862574,8.72,999.25,12.33,41.7,112,1
704,4,0,236,4,4,4,0,4,2,0,4,367416,2,117,1,63,57,0,1,71.82,631294,1375,267.21,1.72,2471841,72,562366,51681,3441,9.19,367416,631294,7.11,653.34,17.14,36.6,430,0
705,5,4,177,7,3,5,2,0,3,3,1,325947,2,45,1,72,64,2,2,87.09,609814,1924,169.41,1.87,2359482,70,3413601,372423,42195,10.91,325947,609814,0.88,95.48,15.14,56.9,189,1
706,1,5,127,0,0,5,2,4,3,3,0,913288,1,44,3,76,79,2,2,80.05,1644375,1493,611.71,1.8,3106154,69,3197484,176501,2965,5.52,913288,1644375,5.17,285.63,10.35,57.39,375,0
707,1,1,179,7,4,5,2,3,1,1,3,693667,1,102,1,85,85,1,2,68.86,1171326,655,1059.03,1.69,1153188,76,1142972,35889,2505,3.14,693667,1171326,19.33,606.9,13.73,58.82,461,0
708,5,4,72,0,2,3,2,4,3,4,2,854017,1,62,3,87,86,1,2,126.46,1934006,3326,256.77,2.26,4878005,84,1096939,63073,5758,5.75,854017,1934006,13.54,778.55,6.99,68.34,206,1
709,0,5,200,5,3,3,2,0,0,3,0,1346407,0,20,2,87,90,1,2,75.61,2364425,1518,886.96,1.76,4166885,89,1329431,156872,18918,11.8,1346407,2364425,8.58,1012.77,3.64,57.79,199,1
710,3,3,21,4,2,2,2,2,0,4,0,1261853,0,39,2,91,94,1,0,121.56,2795761,4174,302.31,2.22,3224715,73,4683203,125041,13942,2.67,1261853,2795761,10.09,269.44,13.83,35.5,211,1
711,0,2,100,1,6,1,2,4,3,3,1,210538,2,86,3,65,72,0,1,75.58,369662,2548,82.63,1.76,218982,65,2577926,294141,28502,11.41,210538,369662,0.72,81.67,13.18,59.66,253,0
712,0,1,244,3,3,3,2,4,2,4,0,516919,1,79,1,78,71,2,2,116.1,1117061,440,1174.82,2.16,530993,74,743411,86012,5177,11.57,516919,1117061,6.01,695.33,3.79,45.3,307,1
713,1,0,119,7,6,4,2,4,2,1,4,347613,2,79,0,66,72,0,1,85.94,646351,2055,169.15,1.86,4898185,70,874569,89380,3888,10.22,347613,646351,3.89,397.47,2.44,61.25,200,0
714,5,0,58,7,2,4,2,0,1,0,0,142122,2,25,3,79,84,2,2,89.61,269477,3429,41.45,1.9,4461603,81,332041,16568,1401,4.99,142122,269477,8.58,428.03,8.26,23.46,120,0
715,5,2,241,0,2,5,2,0,1,3,2,428461,2,107,2,66,67,0,1,86.59,799465,1486,288.33,1.87,2893512,95,4383653,241977,25383,5.52,428461,799465,1.77,97.74,3.39,31.29,45,1
716,1,2,97,1,2,4,2,4,2,0,3,914168,1,95,1,78,70,2,2,116.92,1983013,2773,329.67,2.17,639277,63,1572125,84108,6787,5.35,914168,1983013,10.87,581.49,11.57,28.74,104,1
717,3,2,162,4,6,4,2,3,3,0,2,1287523,0,43,3,90,86,1,0,131.02,2974435,3333,386.3,2.31,3753436,85,2541476,273716,8129,10.77,1287523,2974435,4.7,506.6,2.96,35.15,159,1
718,5,3,53,5,3,5,2,1,2,4,2,835235,1,66,3,79,87,2,2,109.24,1747645,2308,361.89,2.09,1972800,62,470429,35141,3478,7.47,835235,1747645,23.77,1775.48,8.3,32.49,146,1
719,5,1,232,6,3,0,2,4,1,2,1,561037,1,27,0,81,87,2,2,73.41,972894,3753,149.49,1.73,4436705,84,3366458,360547,7030,10.71,561037,972894,1.56,166.65,15.83,38.07,150,0
720,0,5,212,7,7,0,2,3,2,2,1,1173054,0,72,0,85,92,1,2,108.3,2443471,3153,372.04,2.08,1035183,94,1185562,13041,1472,1.1,1173054,2443471,89.95,989.45,2.11,43.44,242,1
721,2,3,207,3,6,3,1,1,2,3,2,992027,1,32,3,81,82,2,2,86.73,1852412,3794,261.47,1.87,4385552,92,2453730,241447,15742,9.84,992027,1852412,4.11,404.29,4.8,48.67,123,0
722,3,2,236,0,3,0,2,1,0,1,1,573425,1,26,3,86,87,1,2,77.16,1015879,3442,166.6,1.77,1312382,81,3376040,329501,54796,9.76,573425,1015879,1.74,169.85,17.61,66.89,454,1
723,2,5,206,2,6,4,1,4,0,2,0,378556,2,46,0,84,80,2,2,85.12,700782,192,1971.65,1.85,3213284,70,3457861,60166,6022,1.74,378556,700782,6.29,109.48,16.85,61.94,87,1
724,2,2,85,6,4,2,1,1,3,0,4,448269,2,99,2,73,73,2,2,78.33,799398,3386,132.39,1.78,1043226,79,595120,5177,721,0.87,448269,799398,86.59,753.24,11.96,27.91,318,1
725,3,1,149,0,6,5,2,2,0,2,4,566271,1,106,3,90,86,1,0,93.2,1094035,2671,212.01,1.93,2355574,65,3275080,31113,631,0.95,566271,1094035,18.2,172.9,7.86,51.5,222,0
726,3,1,3,1,7,5,2,1,3,0,2,237804,2,83,2,89,84,1,2,71.34,407453,2860,83.15,1.71,4022284,65,2484980,122261,2616,4.92,237804,407453,1.95,95.7,7.82,35.93,221,0
727,2,1,75,5,1,1,1,4,3,2,1,1214777,0,73,2,88,94,1,2,110.55,2557712,4998,243.05,2.11,4896580,95,592981,39729,4612,6.7,1214777,2557712,30.58,2048.59,16.61,29.49,179,1
728,3,5,204,6,1,2,2,1,0,3,2,663888,1,117,1,87,94,1,2,104.23,1355858,2535,261.89,2.04,4180453,81,4406386,485583,51277,11.02,663888,1355858,1.37,150.66,9.06,31.17,301,1
729,2,1,28,7,2,4,1,2,0,0,1,1464031,0,100,3,85,88,1,2,69.27,2478165,4706,311.1,1.69,4869578,71,2973283,172450,4983,5.8,1464031,2478165,8.49,492.4,9.55,23.65,433,0
730,5,3,35,7,7,5,2,1,0,4,3,1022217,0,22,0,95,89,1,0,85.16,1892736,2928,349.12,1.85,3598951,98,63639,1120,187,1.76,1022217,1892736,912.69,16062.74,17.17,61.5,445,1
731,2,0,74,5,3,2,1,0,2,4,0,1338566,0,47,2,96,88,1,0,86.86,2501244,2873,465.91,1.87,3282857,66,4386914,384732,19005,8.77,1338566,2501244,3.48,305.13,11.94,23.71,340,0
732,2,1,18,4,6,2,1,0,0,0,3,1001676,0,21,1,94,90,1,0,87.02,1873334,1877,533.66,1.87,3077660,63,3361586,318678,17845,9.48,1001676,1873334,3.14,297.98,8.79,58.86,428,0
733,0,3,119,3,1,5,2,3,3,2,4,478129,2,62,1,64,58,0,1,83.34,876601,2239,213.55,1.83,4051497,81,4326361,439558,46021,10.16,478129,876601,1.09,110.52,8.62,61.3,187,1
734,3,0,35,6,1,1,2,3,2,0,0,884637,1,48,0,91,99,1,0,98.17,1753085,3771,234.59,1.98,2611869,86,4270656,86267,9963,2.02,884637,1753085,10.25,207.14,15.7,55.76,148,1
735,4,5,193,1,4,3,0,1,2,4,1,433323,2,93,2,86,92,1,2,78.13,771878,1013,427.76,1.78,4611871,76,2100595,155233,5681,7.39,433323,771878,2.79,206.29,4.86,61.07,75,0
736,5,4,73,6,2,3,2,1,2,3,4,723002,1,112,3,77,72,2,2,70.36,1231706,780,926.93,1.7,802016,87,3530287,242883,25478,6.88,723002,1231706,2.98,204.8,13.15,36.42,232,1
737,5,0,193,1,7,2,2,0,0,4,1,1038341,0,101,3,91,88,1,0,111.14,2192353,476,2181.39,2.11,3089319,87,4350553,337167,51417,7.75,1038341,2192353,3.08,238.67,11.41,35.08,296,1
738,0,2,125,4,6,2,2,2,2,3,2,721977,1,53,3,75,83,2,2,69.93,1226855,253,2853.66,1.7,768328,93,2345873,67091,1798,2.86,721977,1226855,10.76,307.76,9.34,46.6,378,0
739,5,5,256,1,0,1,2,0,2,2,4,313317,2,111,1,71,75,2,2,66.31,521077,1733,180.79,1.66,571881,64,3616117,221667,7248,6.13,313317,521077,1.41,86.64,3.98,22.98,113,0
740,1,4,68,2,4,3,2,2,1,2,1,296915,2,73,1,73,78,2,2,106.5,613129,4790,61.99,2.06,4964746,78,3860044,304943,10916,7.9,296915,613129,0.97,76.92,17.97,51.96,255,1
741,1,3,20,2,5,2,2,2,2,2,1,521688,1,110,2,93,89,1,0,94.61,1015257,3150,165.62,1.95,4838919,71,120439,11393,1096,9.46,521688,1015257,45.79,4331.55,17.54,37.22,347,1
742,3,3,60,6,0,4,2,2,3,2,1,175946,2,41,0,86,83,1,2,98.67,349551,902,195.06,1.99,3702763,100,4784958,88043,8909,1.84,175946,349551,2.0,36.77,17.11,25.93,62,1
743,3,1,27,6,3,1,2,3,1,3,0,478489,2,76,2,84,87,2,2,86.64,893051,2469,193.8,1.87,2425809,92,2012378,110077,16764,5.47,478489,893051,4.35,237.77,6.85,29.15,465,1
744,4,4,23,7,1,1,0,2,2,3,1,296493,2,69,1,85,91,1,2,110.1,622931,2538,116.82,2.1,4920471,69,1336278,28462,3423,2.13,296493,622931,10.42,221.88,7.24,22.58,491,1
745,3,4,291,5,7,5,2,0,1,2,0,1001014,0,106,0,100,96,1,0,117.3,2175203,3937,254.26,2.17,3972236,93,1740094,51506,891,2.96,1001014,2175203,19.43,575.26,16.17,47.28,493,1
746,3,0,293,4,3,4,2,4,0,0,2,968896,1,105,1,76,79,2,2,92.87,1868709,2694,359.65,1.93,4754615,76,208419,20174,3133,9.68,968896,1868709,48.03,4648.79,7.18,36.73,50,1
747,5,5,139,2,2,2,2,0,1,2,2,918045,1,49,2,90,97,1,0,109.52,1923487,1212,757.46,2.1,4743604,87,4173665,84308,6533,2.02,918045,1923487,10.89,219.96,17.06,42.37,203,1
748,1,4,161,2,5,5,2,3,0,0,3,1272951,0,107,1,93,87,1,0,138.5,3035988,2334,545.39,2.38,1756800,74,1046215,60157,9468,5.75,1272951,3035988,21.16,1216.72,12.65,68.73,421,1
749,0,3,239,4,4,3,2,2,2,0,1,1105500,0,98,1,99,98,1,0,144.4,2701842,4876,226.72,2.44,301980,64,1987121,207058,6191,10.42,1105500,2701842,5.34,556.33,9.54,23.33,47,1
750,5,5,158,1,6,5,2,1,0,0,4,1365893,0,120,2,100,99,1,0,96.07,2678106,1615,845.75,1.96,764849,97,168229,11002,1156,6.54,1365893,2678106,124.15,8119.25,9.25,65.38,152,1
751,4,1,250,4,0,4,0,3,3,2,0,139729,2,107,0,73,73,2,2,100.5,280156,4143,33.73,2.0,794073,64,2435798,29229,4208,1.2,139729,280156,4.78,57.36,17.15,69.58,480,1
752,3,3,113,3,5,1,2,2,3,4,3,675580,1,59,3,87,81,1,2,114.7,1450470,822,821.87,2.15,145315,98,4380477,449436,51999,10.26,675580,1450470,1.5,154.23,10.0,31.84,309,1
753,5,3,65,1,4,4,2,0,1,4,1,617125,1,117,3,76,68,2,2,69.72,1047384,3541,174.28,1.7,165732,97,2571015,301837,46573,11.74,617125,1047384,2.04,240.03,4.53,66.93,214,1
754,4,5,259,3,1,4,0,2,0,3,2,1441622,0,54,2,88,90,1,2,94.17,2799197,4918,293.13,1.94,2918831,60,1262487,33582,5829,2.66,1441622,2799197,42.93,1141.89,9.79,20.3,438,1
755,0,4,5,6,6,0,2,3,1,1,0,1332908,0,44,2,88,89,1,2,84.06,2453350,2985,446.54,1.84,261094,63,2841198,305712,13818,10.76,1332908,2453350,4.36,469.14,4.28,66.96,94,0
756,1,0,64,1,6,4,2,2,3,0,0,921602,1,67,0,91,93,1,0,125.98,2082636,3589,256.79,2.26,1083784,71,4507232,256010,13978,5.68,921602,2082636,3.6,204.47,14.52,29.25,146,1
757,1,1,31,5,1,1,2,0,0,1,1,591343,1,44,3,88,81,1,2,72.95,1022727,2604,227.09,1.73,671216,95,2533798,294173,20915,11.61,591343,1022727,2.01,233.38,11.87,52.13,393,0
758,3,4,83,5,5,4,2,0,3,3,1,1245874,0,18,3,86,92,1,2,93.46,2410267,4920,253.23,1.93,1295001,67,3369907,280039,45954,8.31,1245874,2410267,4.45,369.71,13.51,66.18,274,1
759,2,3,260,0,0,5,1,0,3,0,0,358447,2,80,2,81,87,2,2,92.21,688970,1539,232.91,1.92,1322145,70,559595,48181,1382,8.61,358447,688970,7.44,640.55,11.59,36.96,132,0
760,0,0,184,5,3,3,2,3,3,4,0,184595,2,86,2,73,79,2,2,76.95,326640,457,403.93,1.77,482336,98,4152592,188112,17814,4.53,184595,326640,0.98,44.45,12.2,45.85,61,0
761,0,1,270,2,1,1,2,3,0,3,2,1159647,0,89,1,88,93,1,2,114.81,2491037,3240,357.92,2.15,3890091,91,1194628,29626,5282,2.48,1159647,2491037,39.14,970.72,2.08,31.76,45,1
762,2,2,42,6,7,0,1,2,1,1,3,339068,2,94,2,61,56,0,1,69.48,574652,2993,113.29,1.69,4134438,78,1212254,50672,3313,4.18,339068,574652,6.69,279.7,6.31,48.03,359,0
763,0,2,34,2,0,5,2,0,2,1,3,102206,2,96,2,61,67,0,1,86.29,190399,699,146.22,1.86,3740584,63,449299,28665,1473,6.38,102206,190399,3.57,227.48,16.26,52.53,387,0
764,0,3,215,2,0,5,2,4,3,2,1,128928,2,82,0,66,61,0,1,80.86,233179,310,415.9,1.81,3196061,96,2708794,246229,24992,9.09,128928,233179,0.52,47.6,5.94,48.36,369,1
765,0,1,79,2,1,0,2,0,3,4,0,873389,1,35,1,94,88,1,0,103.2,1774726,3670,237.98,2.03,3828871,89,838765,37157,5759,4.43,873389,1774726,23.51,1041.28,5.98,65.1,158,1
766,2,0,254,5,5,3,1,2,1,2,1,380191,2,57,1,76,77,2,2,108.61,793116,4649,81.78,2.09,4227655,100,1525392,81150,6913,5.32,380191,793116,4.69,249.24,17.71,29.48,161,1
